airline_name,overall_rating,verified,aircraft,type_of_traveller,seat_type,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended,time_before_review,delay_cancellation,review_date,country
Royal Brunei Airlines,9.0,False,Boeing 787,Couple Leisure,Economy Class,5.0,4.0,4.0,5.0,4.0,3.0,5.0,yes,1 month,False,2015-08-01,Australia
Royal Brunei Airlines,9.0,False,Others,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,Australia
Royal Brunei Airlines,9.0,False,Boeing 787,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,Australia
Royal Brunei Airlines,6.0,False,Unknown,Couple Leisure,Economy Class,1.0,5.0,4.0,4.0,5.0,4.0,4.0,no,2-3 months,False,2017-07-01,Australia
Royal Brunei Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2017-07-01,Australia
Royal Brunei Airlines,9.0,False,Others,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,2.0,1.81,5.0,yes,1 month,False,2017-07-01,Australia
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,1.81,5.0,yes,1 month,False,2018-01-01,Australia
Royal Brunei Airlines,9.0,True,Unknown,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,2-3 months,True,2018-02-01,Australia
Royal Brunei Airlines,1.0,True,Boeing 787,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,2-3 months,False,2018-03-01,Australia
Royal Brunei Airlines,9.0,True,Others,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,1 month,False,2018-06-01,Australia
Royal Brunei Airlines,5.0,True,Boeing 787,Family Leisure,Business Class,3.0,3.0,4.0,3.0,2.0,1.81,3.0,no,1 month,False,2018-09-01,Australia
Royal Brunei Airlines,1.0,False,Others,Family Leisure,Business Class,4.0,4.0,2.0,1.0,1.0,1.81,2.0,no,2-3 months,True,2019-02-01,Australia
Royal Brunei Airlines,9.0,False,Unknown,Business,Business Class,4.0,4.0,5.0,4.0,4.0,4.0,4.0,yes,+3 months,False,2019-06-01,Australia
Royal Brunei Airlines,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2019-10-01,Australia
Royal Brunei Airlines,3.0,True,Boeing 787,Couple Leisure,Economy Class,1.0,2.0,3.0,3.0,2.0,1.81,2.0,no,+3 months,False,2020-01-01,Australia
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.81,1.0,no,1 month,True,2020-01-01,Australia
Royal Brunei Airlines,5.0,False,Boeing 787,Family Leisure,Business Class,5.0,2.0,2.0,4.0,2.0,1.81,2.0,no,1 month,False,2020-01-01,Australia
Royal Brunei Airlines,2.0,False,Unknown,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,2.0,no,2-3 months,True,2020-02-01,Australia
Royal Brunei Airlines,3.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,3.0,1.0,3.0,1.0,1.0,no,1 month,False,2022-09-01,Australia
Royal Brunei Airlines,7.0,False,Others,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,2.0,1.81,4.0,yes,1 month,False,2023-07-01,Australia
QantasLink,9.0,True,Others,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,2.15,1.81,4.0,yes,1 month,False,2020-12-01,Australia
QantasLink,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,5.0,5.0,1.0,2.15,1.81,2.0,no,1 month,True,2022-04-01,Australia
QantasLink,3.0,True,Others,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,2.15,1.81,2.0,yes,1 month,False,2022-06-01,Australia
China Southern Airlines,1.0,True,Unknown,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2022-02-01,Australia
China Southern Airlines,8.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,1.81,5.0,yes,1 month,False,2023-11-01,Australia
China Airlines,7.0,True,Others,Solo Leisure,Business Class,4.0,4.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,True,2019-07-01,Australia
China Airlines,9.0,True,A350,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,5.0,yes,1 month,True,2019-08-01,Australia
Germanwings,6.0,True,A319,Couple Leisure,Economy Class,3.0,3.0,2.56,3.0,1.0,1.81,5.0,yes,1 month,True,2019-07-01,Germany
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-11-01,Australia
Virgin Australia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2023-11-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-12-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2024-01-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2024-01-01,Australia
Virgin Australia,8.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,2.15,1.81,5.0,yes,1 month,False,2024-02-01,Australia
Virgin Australia,8.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,False,2024-02-01,Australia
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2024-03-01,Australia
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2024-03-01,Australia
Virgin Australia,1.0,True,Unknown,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2024-04-01,Australia
Tigerair,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2017-05-01,Australia
Tigerair,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,1.0,1.81,1.0,no,1 month,False,2018-03-01,Australia
Tigerair,8.0,True,A320,Business,Economy Class,4.0,4.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-04-01,Australia
Tigerair,1.0,True,Unknown,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2018-08-01,Australia
Tigerair,1.0,False,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-10-01,Australia
Tigerair,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-10-01,Australia
QantasLink,6.0,False,A330,Solo Leisure,Economy Class,4.0,3.0,3.0,3.0,3.0,1.0,3.0,yes,1 month,True,2017-09-01,Australia
QantasLink,1.0,True,Others,Business,Economy Class,1.0,2.0,2.0,1.0,2.15,1.81,1.0,no,1 month,False,2019-04-01,Australia
Korean Air,8.0,True,A330-300,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,1.81,4.0,yes,1 month,False,2019-08-01,Australia
Korean Air,2.0,True,Unknown,Family Leisure,Business Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,1 month,True,2019-10-01,Australia
China Southern Airlines,5.0,False,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,4.0,4.0,4.0,no,2-3 months,False,2023-09-01,Australia
China Southern Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2023-09-01,Australia
China Southern Airlines,4.0,True,Unknown,Family Leisure,Economy Class,2.0,2.0,2.0,2.0,2.0,2.0,3.0,no,1 month,False,2023-09-01,Australia
China Southern Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2023-10-01,Australia
China Southern Airlines,8.0,True,Unknown,Solo Leisure,Business Class,3.0,5.0,4.0,3.0,2.0,1.81,5.0,yes,1 month,False,2023-11-01,Australia
China Southern Airlines,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,2.0,5.0,yes,1 month,False,2024-04-01,Australia
China Airlines,9.0,True,Others,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,2.15,2.0,5.0,yes,1 month,False,2018-12-01,Australia
China Airlines,1.0,True,A350,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-05-01,Australia
China Airlines,2.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,3.0,1.0,3.0,1.81,2.0,no,+3 months,False,2019-05-01,Australia
China Airlines,9.0,True,Unknown,Business,Business Class,4.0,5.0,5.0,5.0,4.0,5.0,5.0,yes,1 month,False,2023-01-01,Australia
China Airlines,1.0,True,Others,Solo Leisure,Business Class,1.0,3.0,3.0,3.0,1.0,1.0,1.0,no,1 month,False,2023-04-01,Australia
China Airlines,1.0,False,Others,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2024-03-01,Australia
Korean Air,8.0,True,Boeing 787-9,Solo Leisure,Economy Class,5.0,5.0,4.0,3.0,3.0,1.81,3.0,yes,1 month,False,2024-01-01,Spain
China Southern Airlines,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,1 month,True,2023-06-01,China
Royal Brunei Airlines,1.0,True,Boeing 787,Couple Leisure,Economy Class,1.0,3.0,2.0,1.0,1.0,1.81,1.0,no,1 month,False,2020-02-01,Saudi Arabia
China Southern Airlines,9.0,True,Unknown,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,4.0,4.0,5.0,yes,1 month,False,2022-03-01,China
China Southern Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2021-10-01,China
Korean Air,1.0,False,Unknown,Family Leisure,Economy Class,3.0,4.0,3.0,3.0,3.0,1.81,1.0,no,+3 months,True,2022-11-01,Canada
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,1.0,1.0,1.0,no,1 month,True,2018-11-01,United States
Korean Air,8.0,False,A330-300,Solo Leisure,Business Class,5.0,5.0,2.0,4.0,2.15,1.81,4.0,yes,1 month,False,2018-08-01,"Korea, South"
Korean Air,7.0,True,Others,Solo Leisure,Economy Class,4.0,4.0,1.0,3.0,2.15,3.0,3.0,yes,1 month,True,2023-08-01,"Korea, South"
China Southern Airlines,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2023-09-01,China
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2019-01-01,United States
Korean Air,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-03-01,United States
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-03-01,United States
Korean Air,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,4.0,1.81,1.0,no,1 month,False,2022-07-01,United States
Hong Kong Airlines,4.0,True,A350,Solo Leisure,Business Class,4.0,2.0,2.0,5.0,2.0,1.81,5.0,no,1 month,False,2019-03-01,United States
China Airlines,9.0,True,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-01-01,United States
China Airlines,6.0,False,Others,Business,Business Class,4.0,4.0,2.0,2.0,2.0,1.0,4.0,yes,1 month,False,2019-01-01,United States
China Airlines,3.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,2.0,no,1 month,False,2022-12-01,United States
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-02-01,United States
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,False,2023-04-01,United States
China Airlines,7.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,1 month,False,2023-09-01,United States
Royal Brunei Airlines,2.0,False,Others,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,3.0,1.81,2.0,no,1 month,False,2015-09-01,United Arab Emirates
Royal Brunei Airlines,8.0,False,Unknown,Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,5.0,4.0,5.0,yes,1 month,False,2017-03-01,United Arab Emirates
Royal Brunei Airlines,8.0,True,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,1.81,4.0,yes,+3 months,False,2018-07-01,United Arab Emirates
Royal Brunei Airlines,5.0,True,Others,Business,Business Class,4.0,1.0,4.0,3.0,2.15,1.81,3.0,no,1 month,False,2019-09-01,United Arab Emirates
Royal Brunei Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,3.0,1.81,1.0,no,1 month,True,2019-12-01,United Arab Emirates
Royal Brunei Airlines,9.0,True,Others,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,1.81,3.0,yes,1 month,False,2023-07-01,United Arab Emirates
Royal Brunei Airlines,9.0,True,Others,Couple Leisure,Economy Class,5.0,5.0,5.0,2.0,4.0,1.81,5.0,yes,1 month,True,2023-07-01,United Arab Emirates
Korean Air,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,1 month,False,2023-09-01,United Arab Emirates
Bulgaria Air,1.0,True,A320,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2022-06-01,Greece
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,1 month,False,2019-02-01,"Korea, South"
Korean Air,9.0,True,A380,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-04-01,"Korea, South"
Korean Air,3.0,True,Unknown,Business,Economy Class,3.0,4.0,3.0,2.0,2.0,1.81,2.0,no,1 month,False,2019-06-01,"Korea, South"
Korean Air,3.0,True,Others,Business,Economy Class,2.0,2.0,1.0,2.0,2.0,1.81,2.0,no,2-3 months,False,2019-09-01,"Korea, South"
Korean Air,7.0,False,A330-300,Family Leisure,Economy Class,4.0,3.0,5.0,5.0,2.0,1.81,4.0,yes,1 month,False,2023-03-01,"Korea, South"
Korean Air,1.0,False,Others,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,1.81,5.0,yes,1 month,False,2023-05-01,"Korea, South"
Thomson Airways,6.0,False,Others,Family Leisure,Economy Class,3.0,3.0,2.0,4.0,2.0,1.81,4.0,yes,1 month,True,2017-04-01,United Kingdom
Thomson Airways,1.0,False,Boeing 737-800,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,True,2017-06-01,United Kingdom
Thomson Airways,1.0,False,Boeing 787,Couple Leisure,Economy Class,3.0,1.0,2.56,1.0,5.0,1.81,2.0,no,1 month,False,2017-07-01,United Kingdom
Thomson Airways,1.0,True,A320,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2019-07-01,United Kingdom
Germanwings,2.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,2.0,no,1 month,True,2015-10-01,Germany
China Southern Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,3.0,no,1 month,False,2023-11-01,Italy
China Southern Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,False,2024-01-01,Italy
Bulgaria Air,1.0,False,Unknown,Family Leisure,Economy Class,2.0,2.0,2.0,1.0,2.15,1.81,2.0,no,1 month,False,2015-10-01,Italy
China Airlines,1.0,True,A330,Business,Business Class,3.0,1.0,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2019-01-01,Taiwan
Tigerair,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,3.0,2.56,3.0,2.15,1.81,1.0,no,1 month,False,2018-03-01,Taiwan
Korean Air,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,3.0,1.81,5.0,yes,1 month,True,2018-08-01,Taiwan
China Airlines,1.0,True,Boeing 777-300ER,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.81,2.0,no,1 month,False,2018-10-01,Taiwan
China Airlines,9.0,True,A350-900,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,1.81,5.0,yes,1 month,False,2018-12-01,Taiwan
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,3.0,1.0,no,1 month,False,2019-02-01,Taiwan
China Airlines,8.0,True,Boeing 777,Business,Business Class,5.0,4.0,4.0,4.0,3.0,4.0,4.0,yes,1 month,False,2019-04-01,Taiwan
China Airlines,8.0,True,A350,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,4.0,4.0,5.0,yes,1 month,False,2019-05-01,Taiwan
China Airlines,6.0,False,Boeing 777,Business,Business Class,4.0,4.0,3.0,3.0,3.0,2.0,3.0,no,1 month,False,2019-07-01,Taiwan
China Airlines,7.0,True,A350-900,Couple Leisure,Economy Class,4.0,3.0,3.0,3.0,3.0,1.81,4.0,yes,1 month,False,2019-08-01,Taiwan
China Airlines,8.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,3.0,1.81,4.0,yes,1 month,True,2019-08-01,Taiwan
China Airlines,2.0,True,A350-900,Couple Leisure,Economy Class,4.0,4.0,4.0,1.0,4.0,1.81,3.0,no,1 month,False,2019-10-01,Taiwan
China Airlines,1.0,True,A350-900,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,3.0,5.0,yes,1 month,False,2019-11-01,Taiwan
China Airlines,9.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,3.0,5.0,3.0,1.81,4.0,yes,1 month,True,2019-12-01,Taiwan
China Airlines,5.0,False,Unknown,Solo Leisure,Economy Class,3.0,3.0,4.0,1.0,4.0,1.81,4.0,no,1 month,False,2020-01-01,Taiwan
China Airlines,8.0,True,A350,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,False,2022-10-01,Taiwan
China Airlines,9.0,True,Others,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,5.0,yes,1 month,True,2023-01-01,Taiwan
China Airlines,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,2.0,1.0,3.0,no,1 month,False,2023-02-01,Taiwan
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2023-03-01,Taiwan
China Airlines,8.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,3.0,4.0,3.0,2.0,4.0,yes,1 month,False,2023-03-01,Taiwan
China Airlines,5.0,True,Unknown,Solo Leisure,Economy Class,4.0,3.0,4.0,5.0,3.0,1.81,4.0,yes,1 month,False,2023-04-01,Taiwan
China Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,4.0,5.0,yes,1 month,False,2023-04-01,Taiwan
China Airlines,1.0,True,A330-300,Solo Leisure,Economy Class,3.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,1 month,True,2023-06-01,Taiwan
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.0,3.0,1.0,2.0,1.0,no,1 month,False,2023-07-01,Taiwan
China Airlines,8.0,True,A350-900,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,5.0,1.81,5.0,yes,1 month,False,2024-02-01,Taiwan
China Airlines,9.0,False,Boeing 737-800,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,4.0,4.0,yes,1 month,False,2024-04-01,Taiwan
Germanwings,2.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.0,1.0,no,1 month,False,2015-06-01,Germany
Germanwings,2.0,False,Unknown,Business,Economy Class,3.0,2.0,1.0,2.0,2.15,1.81,2.0,no,1 month,False,2015-08-01,Germany
Germanwings,3.0,False,Unknown,Solo Leisure,Economy Class,2.0,1.0,2.56,3.0,2.15,1.81,2.0,no,1 month,False,2015-10-01,Germany
Korean Air,1.0,False,Unknown,Business,Business Class,3.0,5.0,4.0,5.0,4.0,4.0,4.0,yes,1 month,False,2023-06-01,Canada
Hong Kong Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,2.0,1.0,1.0,no,1 month,True,2017-08-01,Canada
Hong Kong Airlines,9.0,True,A350-900,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,4.0,1.81,5.0,yes,+3 months,False,2018-02-01,Canada
Hong Kong Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,True,2019-09-01,Canada
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,1.0,1.0,1.0,no,1 month,True,2019-12-01,Canada
Hong Kong Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,2.0,3.0,1.0,2.15,1.81,2.0,no,1 month,False,2020-01-01,Canada
China Airlines,6.0,True,Others,Business,Business Class,4.0,4.0,3.0,2.0,4.0,1.81,3.0,no,+3 months,False,2018-12-01,Canada
China Airlines,9.0,True,A350,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,1.81,4.0,yes,1 month,False,2020-01-01,Canada
China Airlines,1.0,True,Unknown,Family Leisure,Premium Economy,5.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2022-12-01,Canada
China Airlines,2.0,False,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.81,2.0,no,1 month,False,2023-08-01,Canada
China Airlines,8.0,True,A350-900,Family Leisure,Premium Economy,5.0,5.0,3.0,5.0,5.0,1.81,5.0,yes,1 month,False,2023-09-01,Canada
Bulgaria Air,1.0,True,A319,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,+3 months,False,2018-02-01,Lebanon
Bulgaria Air,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.56,1.0,2.15,1.81,3.0,no,2-3 months,True,2018-10-01,Lebanon
Virgin Australia,1.0,True,Unknown,Family Leisure,Economy Class,2.0,4.0,3.0,1.0,2.0,2.0,2.0,no,1 month,False,2023-12-01,Australia
Virgin Australia,2.0,False,Boeing 737-800,Business,Economy Class,3.0,2.0,1.0,4.0,1.0,1.0,2.0,no,1 month,False,2024-02-01,Australia
Virgin Australia,8.0,True,Others,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,4.0,4.0,4.0,yes,1 month,False,2024-04-01,Australia
Tigerair,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2015-09-01,Australia
Tigerair,4.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,2.56,2.0,2.15,1.81,1.0,no,1 month,False,2018-04-01,Australia
Tigerair,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-04-01,Australia
Tigerair,2.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2019-06-01,Australia
SilkAir,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no,1 month,False,2019-12-01,Australia
Royal Brunei Airlines,9.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-11-01,Australia
QantasLink,6.0,False,Others,Business,Economy Class,1.0,4.0,4.0,3.0,1.0,1.81,1.0,yes,1 month,True,2015-07-01,Australia
QantasLink,7.0,False,Others,Couple Leisure,Economy Class,3.0,4.0,3.0,3.0,2.15,1.81,3.0,yes,1 month,False,2017-03-01,Australia
QantasLink,1.0,False,Others,Couple Leisure,Economy Class,2.0,4.0,1.0,2.0,2.15,1.81,1.0,no,1 month,False,2017-04-01,Australia
QantasLink,9.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2017-06-01,Australia
QantasLink,8.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,1 month,True,2017-10-01,Australia
QantasLink,3.0,True,Others,Solo Leisure,Economy Class,5.0,1.0,1.0,3.0,2.15,1.81,1.0,no,1 month,True,2017-12-01,Australia
QantasLink,8.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,1 month,False,2018-11-01,Australia
QantasLink,1.0,True,Unknown,Family Leisure,Economy Class,4.0,4.0,1.0,4.0,2.15,1.81,1.0,no,1 month,False,2022-09-01,Australia
QantasLink,1.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,+3 months,True,2022-10-01,Australia
Korean Air,4.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,3.0,3.0,2.0,1.81,2.0,no,+3 months,False,2019-10-01,Australia
Korean Air,9.0,False,Others,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.81,5.0,yes,1 month,False,2019-10-01,Australia
China Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2018-11-01,Australia
China Airlines,9.0,True,A350-900,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,1.81,4.0,yes,1 month,True,2019-07-01,Australia
China Airlines,7.0,True,Unknown,Family Leisure,Economy Class,2.0,4.0,3.0,3.0,4.0,2.0,4.0,yes,+3 months,True,2019-08-01,Australia
China Airlines,8.0,True,Unknown,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.81,4.0,yes,1 month,False,2023-09-01,Australia
China Airlines,1.0,True,A350-900,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,5.0,5.0,yes,1 month,False,2024-03-01,Australia
SilkAir,5.0,True,Boeing 737,Business,Economy Class,3.0,3.0,3.0,5.0,2.15,1.81,3.0,no,1 month,False,2018-02-01,Sri Lanka
SilkAir,3.0,True,Boeing 737,Business,Economy Class,3.0,2.0,2.0,5.0,1.0,1.81,2.0,no,1 month,False,2018-08-01,Sri Lanka
