airline_name,overall_rating,verified,aircraft,type_of_traveller,seat_type,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended,time_before_review,delay_cancellation,review_date,country
Thomson Airways,7.0,False,Boeing 787,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,1.81,4.0,yes,1 month,False,2016-04-01,Côte d’Ivoire
Thomson Airways,8.0,False,Boeing 737-800,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,False,2016-05-01,Côte d’Ivoire
Thomson Airways,8.0,False,Boeing 737-800,Couple Leisure,Economy Class,3.0,4.0,3.0,3.0,2.15,1.81,3.0,yes,1 month,False,2016-05-01,Côte d’Ivoire
Thomson Airways,2.0,False,Others,Couple Leisure,Premium Economy,3.0,1.0,3.0,4.0,1.0,1.81,2.0,no,1 month,True,2016-06-01,Côte d’Ivoire
Thomson Airways,3.0,False,Others,Solo Leisure,Economy Class,1.0,1.0,2.56,3.0,2.15,1.81,3.0,no,1 month,False,2016-10-01,Côte d’Ivoire
Thomson Airways,4.0,False,Unknown,Couple Leisure,Economy Class,2.0,4.0,1.0,4.0,3.0,1.81,2.0,yes,1 month,False,2016-12-01,Côte d’Ivoire
SilkAir,5.0,True,Boeing 737,Business,Economy Class,3.0,3.0,3.0,5.0,2.15,1.81,3.0,no,1 month,False,2018-02-01,Brazil
SilkAir,3.0,True,Boeing 737,Business,Economy Class,3.0,2.0,2.0,5.0,1.0,1.81,2.0,no,1 month,False,2018-08-01,Brazil
Virgin Australia,4.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.0,4.0,2.0,1.0,2.0,no,1 month,False,2023-11-01,Australia
Virgin Australia,2.0,False,Boeing 737-800,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,2.15,1.81,3.0,no,1 month,True,2024-03-01,Australia
Tigerair,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2018-11-01,Australia
Tigerair,1.0,False,Boeing 737,Solo Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2019-09-01,Australia
QantasLink,8.0,False,Others,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,2.15,1.81,3.0,yes,1 month,False,2017-09-01,Australia
QantasLink,8.0,True,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2023-04-01,Australia
Korean Air,1.0,False,Unknown,Business,Business Class,3.0,5.0,4.0,5.0,4.0,4.0,4.0,yes,1 month,False,2023-06-01,United States
Hong Kong Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,2.0,1.0,1.0,no,1 month,True,2017-08-01,United States
Hong Kong Airlines,9.0,True,A350-900,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,4.0,1.81,5.0,yes,+3 months,False,2018-02-01,United States
Hong Kong Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,True,2019-09-01,United States
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,1.0,1.0,1.0,no,1 month,True,2019-12-01,United States
Hong Kong Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,2.0,3.0,1.0,2.15,1.81,2.0,no,1 month,False,2020-01-01,United States
China Airlines,6.0,True,Others,Business,Business Class,4.0,4.0,3.0,2.0,4.0,1.81,3.0,no,+3 months,False,2018-12-01,United States
China Airlines,9.0,True,A350,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,1.81,4.0,yes,1 month,False,2020-01-01,United States
China Airlines,1.0,True,Unknown,Family Leisure,Premium Economy,5.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2022-12-01,United States
China Airlines,2.0,False,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.81,2.0,no,1 month,False,2023-08-01,United States
China Airlines,8.0,True,A350-900,Family Leisure,Premium Economy,5.0,5.0,3.0,5.0,5.0,1.81,5.0,yes,1 month,False,2023-09-01,United States
Virgin Australia,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,4.0,4.0,1.0,4.0,4.0,1.0,no,+3 months,True,2023-12-01,Australia
QantasLink,1.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-01-01,Australia
QantasLink,9.0,True,Others,Solo Leisure,Economy Class,4.0,4.0,3.0,4.0,4.0,1.81,3.0,yes,1 month,False,2019-04-01,Australia
QantasLink,1.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,1 month,False,2019-04-01,Australia
Thomson Airways,2.0,False,Boeing 737-800,Family Leisure,Economy Class,1.0,3.0,1.0,3.0,2.15,1.81,3.0,no,1 month,False,2015-10-01,United States
Thomson Airways,2.0,False,Others,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no,1 month,False,2015-10-01,United States
Thomson Airways,7.0,False,Others,Solo Leisure,Premium Economy,4.0,4.0,3.0,3.0,3.0,3.0,4.0,yes,1 month,True,2015-12-01,United States
Thomson Airways,4.0,False,Others,Couple Leisure,Economy Class,1.0,3.0,3.0,3.0,2.0,1.81,1.0,no,1 month,False,2017-03-01,United States
Thomson Airways,1.0,False,Boeing 787,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,5.0,1.81,5.0,yes,+3 months,False,2017-04-01,United States
Thomson Airways,1.0,False,Others,Business,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2017-07-01,United States
Thomson Airways,3.0,False,Boeing 767,Family Leisure,Economy Class,1.0,3.0,2.0,1.0,2.0,1.81,2.0,no,1 month,True,2017-08-01,United States
Thomson Airways,7.0,False,Boeing 737-800,Family Leisure,Economy Class,4.0,2.0,2.56,4.0,1.0,1.81,2.0,yes,+3 months,True,2017-11-01,United States
Thomson Airways,1.0,False,Boeing 787,Couple Leisure,Economy Class,1.0,2.0,4.0,3.0,4.0,1.81,2.0,no,2-3 months,False,2015-11-01,Australia
QantasLink,3.0,False,Unknown,Solo Leisure,Business Class,3.0,1.0,1.0,5.0,1.0,1.0,1.0,no,1 month,False,2023-04-01,Australia
SilkAir,4.0,False,Unknown,Couple Leisure,Economy Class,2.0,1.0,3.0,3.0,2.15,1.81,2.0,no,1 month,False,2017-08-01,Cambodia
SilkAir,7.0,True,Unknown,Business,Business Class,4.0,4.0,4.0,4.0,4.0,1.81,4.0,yes,2-3 months,False,2018-03-01,Cambodia
SilkAir,2.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,3.0,4.0,1.0,1.81,2.0,no,1 month,False,2018-03-01,Cambodia
Bangkok Airways,5.0,True,Unknown,Solo Leisure,Economy Class,3.0,5.0,3.0,3.0,3.0,1.81,3.0,yes,1 month,False,2018-03-01,Cambodia
Bangkok Airways,1.0,True,A319,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2019-12-01,Cambodia
Tigerair,2.0,True,Unknown,Couple Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.81,2.0,no,1 month,False,2018-04-01,Australia
SilkAir,3.0,False,Boeing 737,Solo Leisure,Economy Class,1.0,3.0,4.0,5.0,2.15,1.81,3.0,yes,2-3 months,False,2017-05-01,Australia
SilkAir,4.0,True,Boeing 737,Solo Leisure,Business Class,1.0,3.0,3.0,3.0,2.0,1.0,2.0,no,1 month,False,2018-01-01,Australia
QantasLink,9.0,True,Others,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-05-01,Australia
QantasLink,8.0,True,Others,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2021-07-01,Australia
Bulgaria Air,1.0,True,A320,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2022-06-01,United States
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,2.0,1.0,3.0,no,1 month,False,2018-10-01,Chile
Korean Air,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2018-11-01,Chile
Korean Air,2.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,1.0,2.0,no,1 month,False,2019-02-01,Chile
Korean Air,3.0,True,A380,Solo Leisure,Economy Class,4.0,2.0,2.0,1.0,3.0,1.81,4.0,no,1 month,False,2019-09-01,Chile
Korean Air,9.0,True,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,3.0,1.81,4.0,yes,1 month,False,2023-01-01,Chile
Korean Air,9.0,False,Others,Couple Leisure,Economy Class,3.0,5.0,3.0,3.0,3.0,1.81,4.0,yes,1 month,False,2024-01-01,Chile
Korean Air,9.0,True,A380,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2024-02-01,Chile
Hong Kong Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,3.0,1.81,1.0,no,1 month,True,2019-01-01,Chile
Hong Kong Airlines,8.0,True,A350,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,3.0,5.0,yes,1 month,False,2019-04-01,Chile
Hong Kong Airlines,3.0,False,Others,Business,Business Class,3.0,2.0,2.0,3.0,2.15,1.0,2.0,no,1 month,False,2019-09-01,Chile
China Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,1.0,no,1 month,False,2019-05-01,Chile
China Airlines,3.0,False,Unknown,Family Leisure,Premium Economy,3.0,2.0,3.0,3.0,4.0,4.0,2.0,no,1 month,False,2019-09-01,Chile
China Airlines,7.0,True,Others,Family Leisure,Economy Class,5.0,2.0,5.0,4.0,5.0,5.0,4.0,yes,1 month,False,2019-12-01,Chile
China Airlines,2.0,False,Boeing 777,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,3.0,2.0,2.0,no,1 month,False,2023-03-01,Chile
Hong Kong Airlines,3.0,True,Unknown,Family Leisure,Economy Class,2.0,2.87,2.56,3.0,2.15,1.81,1.0,no,1 month,False,2019-07-01,Japan
Tigerair,1.0,False,Unknown,Family Leisure,Economy Class,4.0,4.0,1.0,5.0,1.0,1.81,1.0,yes,1 month,False,2017-06-01,Maldives
Korean Air,3.0,True,Unknown,Couple Leisure,Economy Class,3.0,1.0,3.0,1.0,4.0,1.81,3.0,no,1 month,False,2018-10-01,Maldives
Tigerair,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,2-3 months,False,2023-05-01,Japan
Thomson Airways,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,1.81,5.0,yes,1 month,False,2017-06-01,United States
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2019-01-01,Mexico
Korean Air,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-03-01,Mexico
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-03-01,Mexico
Korean Air,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,4.0,1.81,1.0,no,1 month,False,2022-07-01,Mexico
Hong Kong Airlines,4.0,True,A350,Solo Leisure,Business Class,4.0,2.0,2.0,5.0,2.0,1.81,5.0,no,1 month,False,2019-03-01,Mexico
China Airlines,9.0,True,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-01-01,Mexico
China Airlines,6.0,False,Others,Business,Business Class,4.0,4.0,2.0,2.0,2.0,1.0,4.0,yes,1 month,False,2019-01-01,Mexico
China Airlines,3.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,2.0,no,1 month,False,2022-12-01,Mexico
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-02-01,Mexico
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,False,2023-04-01,Mexico
China Airlines,7.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,1 month,False,2023-09-01,Mexico
Virgin Australia,6.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,2.0,4.0,2.15,1.81,3.0,yes,1 month,True,2023-11-01,United States
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-12-01,United States
Virgin Australia,7.0,True,Others,Solo Leisure,Business Class,4.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2024-01-01,United States
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,False,2024-01-01,United States
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2024-02-01,United States
Virgin Australia,5.0,True,Unknown,Family Leisure,Economy Class,3.0,3.0,2.56,2.0,2.15,1.81,2.0,no,1 month,True,2024-03-01,United States
Virgin Australia,8.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,4.0,yes,1 month,False,2024-03-01,United States
Virgin Australia,8.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2024-03-01,United States
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,4.0,3.0,3.0,2.15,1.81,3.0,yes,1 month,False,2024-03-01,United States
Virgin Australia,8.0,True,Others,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,2.15,1.81,3.0,yes,1 month,False,2024-04-01,United States
Virgin Australia,8.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,False,2024-04-01,United States
Tigerair,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2018-05-01,United States
Tigerair,4.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,1.0,3.0,2.0,no,1 month,True,2018-12-01,United States
Tigerair,1.0,True,A320,Family Leisure,Economy Class,1.0,3.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2019-03-01,United States
Tigerair,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-03-01,United States
Tigerair,1.0,True,Unknown,Family Leisure,Economy Class,3.0,3.0,2.0,3.0,2.0,1.0,1.0,no,1 month,True,2019-07-01,United States
Tigerair,2.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2019-10-01,United States
Tigerair,2.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.56,2.0,2.15,1.81,2.0,no,1 month,True,2019-11-01,United States
Tigerair,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2019-11-01,United States
Royal Brunei Airlines,9.0,False,Others,Business,Business Class,4.0,5.0,4.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-06-01,United States
Royal Brunei Airlines,7.0,False,Boeing 787,Solo Leisure,Business Class,3.0,5.0,2.0,3.0,2.0,1.81,4.0,yes,Unknown,False,2015-07-01,United States
Royal Brunei Airlines,9.0,False,Boeing 787,Couple Leisure,Economy Class,5.0,4.0,4.0,5.0,4.0,3.0,5.0,yes,1 month,False,2015-08-01,United States
Royal Brunei Airlines,9.0,False,Others,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,United States
Royal Brunei Airlines,9.0,False,Boeing 787,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,United States
Royal Brunei Airlines,6.0,False,Unknown,Couple Leisure,Economy Class,1.0,5.0,4.0,4.0,5.0,4.0,4.0,no,2-3 months,False,2017-07-01,United States
Royal Brunei Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2017-07-01,United States
Royal Brunei Airlines,9.0,False,Others,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,2.0,1.81,5.0,yes,1 month,False,2017-07-01,United States
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,1.81,5.0,yes,1 month,False,2018-01-01,United States
Royal Brunei Airlines,9.0,True,Unknown,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,2-3 months,True,2018-02-01,United States
Royal Brunei Airlines,1.0,True,Boeing 787,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,2-3 months,False,2018-03-01,United States
Royal Brunei Airlines,9.0,True,Others,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,1 month,False,2018-06-01,United States
Royal Brunei Airlines,5.0,True,Boeing 787,Family Leisure,Business Class,3.0,3.0,4.0,3.0,2.0,1.81,3.0,no,1 month,False,2018-09-01,United States
Royal Brunei Airlines,1.0,False,Others,Family Leisure,Business Class,4.0,4.0,2.0,1.0,1.0,1.81,2.0,no,2-3 months,True,2019-02-01,United States
Royal Brunei Airlines,9.0,False,Unknown,Business,Business Class,4.0,4.0,5.0,4.0,4.0,4.0,4.0,yes,+3 months,False,2019-06-01,United States
Royal Brunei Airlines,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2019-10-01,United States
Royal Brunei Airlines,3.0,True,Boeing 787,Couple Leisure,Economy Class,1.0,2.0,3.0,3.0,2.0,1.81,2.0,no,+3 months,False,2020-01-01,United States
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.81,1.0,no,1 month,True,2020-01-01,United States
Royal Brunei Airlines,5.0,False,Boeing 787,Family Leisure,Business Class,5.0,2.0,2.0,4.0,2.0,1.81,2.0,no,1 month,False,2020-01-01,United States
Royal Brunei Airlines,2.0,False,Unknown,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,2.0,no,2-3 months,True,2020-02-01,United States
Royal Brunei Airlines,3.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,3.0,1.0,3.0,1.0,1.0,no,1 month,False,2022-09-01,United States
Royal Brunei Airlines,7.0,False,Others,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,2.0,1.81,4.0,yes,1 month,False,2023-07-01,United States
QantasLink,9.0,True,Others,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,2.15,1.81,4.0,yes,1 month,False,2020-12-01,United States
QantasLink,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,5.0,5.0,1.0,2.15,1.81,2.0,no,1 month,True,2022-04-01,United States
QantasLink,3.0,True,Others,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,2.15,1.81,2.0,yes,1 month,False,2022-06-01,United States
China Southern Airlines,1.0,True,Unknown,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2022-02-01,United States
China Southern Airlines,8.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,1.81,5.0,yes,1 month,False,2023-11-01,United States
China Airlines,7.0,True,Others,Solo Leisure,Business Class,4.0,4.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,True,2019-07-01,United States
China Airlines,9.0,True,A350,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,5.0,yes,1 month,True,2019-08-01,United States
Bulgaria Air,5.0,False,Unknown,Solo Leisure,Economy Class,3.0,4.0,1.0,4.0,1.0,1.81,2.0,no,1 month,False,2020-03-01,Cyprus
QantasLink,6.0,True,Others,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-02-01,Australia
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2019-01-01,Philippines
Korean Air,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-03-01,Philippines
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-03-01,Philippines
Korean Air,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,4.0,1.81,1.0,no,1 month,False,2022-07-01,Philippines
Hong Kong Airlines,4.0,True,A350,Solo Leisure,Business Class,4.0,2.0,2.0,5.0,2.0,1.81,5.0,no,1 month,False,2019-03-01,Philippines
China Airlines,9.0,True,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-01-01,Philippines
China Airlines,6.0,False,Others,Business,Business Class,4.0,4.0,2.0,2.0,2.0,1.0,4.0,yes,1 month,False,2019-01-01,Philippines
China Airlines,3.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,2.0,no,1 month,False,2022-12-01,Philippines
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-02-01,Philippines
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,False,2023-04-01,Philippines
China Airlines,7.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,1 month,False,2023-09-01,Philippines
Tigerair,2.0,False,Unknown,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1 month,True,2017-06-01,Thailand
SilkAir,9.0,True,Boeing 737,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,3.0,1.81,5.0,yes,1 month,False,2018-10-01,Thailand
Korean Air,2.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-11-01,Thailand
China Southern Airlines,2.0,False,Unknown,Family Leisure,Economy Class,3.0,3.0,4.0,1.0,4.0,2.0,4.0,no,1 month,False,2023-09-01,Thailand
Bangkok Airways,8.0,True,Others,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,False,2018-11-01,Thailand
Bangkok Airways,1.0,False,Unknown,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-01-01,Thailand
Bangkok Airways,1.0,False,A320,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-02-01,Thailand
Bangkok Airways,9.0,True,Others,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,1 month,False,2023-08-01,Thailand
Bangkok Airways,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2024-03-01,Thailand
Germanwings,7.0,False,A319,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,2.15,1.81,4.0,yes,2-3 months,False,2015-10-01,United States
Bangkok Airways,1.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-12-01,Thailand
Bangkok Airways,2.0,True,Others,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,2.15,1.81,2.0,no,1 month,False,2019-03-01,Vietnam
Bangkok Airways,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2020-03-01,Vietnam
Bangkok Airways,8.0,True,A319,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,False,2018-12-01,Thailand
Bangkok Airways,7.0,True,A319,Couple Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,5.0,yes,1 month,False,2019-03-01,Thailand
Bangkok Airways,1.0,True,A319,Business,Business Class,2.0,3.0,3.0,3.0,2.15,1.81,1.0,no,1 month,False,2020-01-01,Thailand
Bangkok Airways,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2022-01-01,Thailand
Bangkok Airways,9.0,True,A319,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,1 month,False,2022-08-01,Thailand
Bangkok Airways,3.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2024-02-01,Thailand
Thomson Airways,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2015-11-01,United States
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,1 month,False,2019-02-01,United Kingdom
Korean Air,1.0,True,Boeing 777,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,4.0,3.0,yes,2-3 months,False,2023-07-01,United Kingdom
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2019-01-01,Argentina
Korean Air,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-03-01,Argentina
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-03-01,Argentina
Korean Air,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,4.0,1.81,1.0,no,1 month,False,2022-07-01,Argentina
Hong Kong Airlines,4.0,True,A350,Solo Leisure,Business Class,4.0,2.0,2.0,5.0,2.0,1.81,5.0,no,1 month,False,2019-03-01,Argentina
China Airlines,9.0,True,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-01-01,Argentina
China Airlines,6.0,False,Others,Business,Business Class,4.0,4.0,2.0,2.0,2.0,1.0,4.0,yes,1 month,False,2019-01-01,Argentina
China Airlines,3.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,2.0,no,1 month,False,2022-12-01,Argentina
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-02-01,Argentina
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,False,2023-04-01,Argentina
