airline_name,overall_rating,verified,aircraft,type_of_traveller,seat_type,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended,time_before_review,departure_place,arrival_place,delay_cancellation,review_date
Air Nostrum,4.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,True,2008-09-01
Air Nostrum,5.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,False,2008-07-01
Air Nostrum,2.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,False,2008-07-01
Air Nostrum,5.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,False,2008-04-01
Air Nostrum,5.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,False,2008-03-01
Air Nostrum,5.0,False,Unknown,Unknown,Unknown,2.6,2.87,2.56,2.36,2.15,1.81,2.45,no,Unknown,Unknown,Unknown,False,2007-08-01
Air Panama,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Bocas del toro,Panama city,False,2023-03-01
Air Panama,7.0,True,Others,Family Leisure,Economy Class,3.0,2.0,2.56,5.0,2.15,1.81,3.0,yes,1 month,Panama Albrook,Bocas Del Toro,False,2022-04-01
Air Panama,1.0,True,Others,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,Panama City,Bocas del Toro Province,False,2021-09-01
Air Panama,1.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Unknown,Unknown,False,2021-07-01
Air Panama,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Panama City,Bocas Del Toro,False,2019-12-01
Air Panama,6.0,True,Others,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,2.15,1.81,5.0,yes,1 month,Panama City,Bocas del Torro,False,2019-10-01
Air Panama,8.0,True,Others,Couple Leisure,Economy Class,3.0,3.0,3.0,4.0,2.15,1.81,4.0,yes,1 month,Albrook (Panama City),Bocas del Toro,False,2019-04-01
Air Panama,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Panama City,David,False,2019-04-01
Air Panama,8.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,Panama City,David,True,2018-10-01
Air Panama,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,2.0,no,1 month,Panama City,Bocas del Toro,True,2018-09-01
Air Panama,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Bocas del Toro,Panama City,False,2018-08-01
Air Panama,1.0,True,Others,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Bocas del Toro,Panama City,True,2018-04-01
Air Panama,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Panama,Bocas del Toro,True,2017-01-01
Air Panama,7.0,False,Others,Solo Leisure,Economy Class,1.0,4.0,4.0,3.0,2.15,1.81,4.0,yes,1 month,PAC,BOC,False,2016-03-01
Air Pegasus,6.0,True,Boeing 737-800,Couple Leisure,Economy Class,3.0,3.0,2.56,3.0,2.15,1.81,4.0,yes,2-3 months,Antalya,Belgrade,False,2021-06-01
Air Pegasus,1.0,False,Others,Family Leisure,Economy Class,2.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,BLR,TRV,True,2016-07-01
Air Pegasus,1.0,False,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,Chennai,Madurai,False,2016-06-01
Air Pegasus,8.0,False,Unknown,Family Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,HBX,BLR,False,2016-01-01
Air Rarotonga,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,Rarotonga,Autataki,False,2024-01-01
Air Rarotonga,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,2.15,1.81,4.0,yes,2-3 months,Rarotonga,Aitutaki,False,2019-04-01
Air Rarotonga,1.0,True,Others,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,Rarotonga,Aitutaki,False,2018-11-01
Air Senegal,1.0,False,Unknown,Solo Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,1.0,1.0,no,1 month,Dakar,Praia,True,2024-01-01
Air Serbia,1.0,False,Unknown,Family Leisure,Economy Class,4.0,4.0,2.0,1.0,2.15,1.81,1.0,no,1 month,Cyprus,Barcelona,False,2024-03-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,3.0,1.0,1.0,1.81,1.0,no,+3 months,Amsterdam,Palermo,False,2024-03-01
Air Serbia,1.0,False,Unknown,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,2-3 months,London,Belgrade,False,2024-03-01
Air Serbia,2.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Belgrade,New York,False,2024-01-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Porto,Belgrade,True,2023-12-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,Brussels,Thessaloniki,True,2023-12-01
Air Serbia,1.0,True,A319,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,2-3 months,Kazan,Bologna,False,2023-11-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,Larnaca,Malaga,True,2023-11-01
Air Serbia,4.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,3.0,no,1 month,Tel-Aviv,Belgrade,True,2023-11-01
Air Serbia,1.0,True,A330-200,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,Belgrade,New York JFK,False,2023-11-01
Air Serbia,3.0,True,A319,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,3.0,no,1 month,Belgrade,Cairo,True,2023-11-01
Air Serbia,9.0,False,A320,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,2.15,1.81,5.0,yes,1 month,Athens,Stuttgart,False,2023-11-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Tivat,Belgrade,True,2023-10-01
Air Serbia,9.0,True,Others,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,2.15,1.81,5.0,yes,1 month,Belgrade,Thessaloniki,True,2023-10-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.0,2.0,1.0,1.0,2.0,no,+3 months,Kazan,Barcelona,True,2023-10-01
Air Serbia,7.0,True,Others,Family Leisure,Economy Class,5.0,3.0,5.0,5.0,2.15,1.81,4.0,yes,1 month,Thessaloniki,Belgrade,False,2023-10-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,2.15,1.81,5.0,yes,2-3 months,New York,Belgrade,False,2023-10-01
Air Serbia,2.0,True,Unknown,Family Leisure,Economy Class,2.0,4.0,3.0,1.0,1.0,1.0,2.0,no,1 month,Belgrade,London,False,2023-10-01
Air Serbia,1.0,False,A330-200,Business,Economy Class,5.0,5.0,4.0,5.0,4.0,1.81,4.0,yes,1 month,New York JFK,Belgrade,False,2023-10-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,2-3 months,Belgrade,Zurich,True,2023-10-01
Air Serbia,9.0,True,Unknown,Business,Economy Class,5.0,5.0,3.0,4.0,2.15,1.81,4.0,yes,1 month,Berlin,Athens,True,2023-10-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Berlin,Cairo,True,2023-09-01
Air Serbia,4.0,True,A330,Family Leisure,Economy Class,2.0,2.0,2.0,5.0,1.0,1.81,3.0,no,1 month,Belgrade,Chicago ,True,2023-09-01
Air Serbia,2.0,True,Unknown,Business,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,Skopje,Frankfurt,True,2023-09-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,3.0,1.0,1.0,1.0,no,1 month,Sarajevo,Palma de Mallorca,False,2023-09-01
Air Serbia,1.0,False,Unknown,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,2.15,1.81,2.0,no,1 month,Istanbul,Milan Malpensa,False,2023-08-01
Air Serbia,3.0,True,Unknown,Couple Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Skopje,Amsterdam,True,2023-08-01
Air Serbia,3.0,False,A320,Family Leisure,Economy Class,4.0,5.0,5.0,2.0,2.15,1.81,3.0,no,1 month,Istanbul,Düsseldorf,True,2023-08-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,2.0,4.0,2.0,1.0,2.15,1.81,1.0,no,1 month,Tirana,Amsterdam,False,2023-08-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,5.0,3.0,2.0,2.0,2.0,1.0,no,1 month,Belgrade,Thessaloniki,True,2023-08-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,1.0,no,1 month,Amsterdam,Tirana,True,2023-08-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,3.0,1.0,2.15,1.81,1.0,no,1 month,Ohrid,Vienna,True,2023-08-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,2-3 months,Belgrade,Amsterdam,False,2023-08-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,2.15,1.81,3.0,no,1 month,Skopje,London,True,2023-08-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.81,1.0,no,1 month,Lisbon,Tirana,True,2023-08-01
Air Serbia,1.0,True,Others,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Chicago,Belgrade,True,2023-08-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,+3 months,Madrid,Larnaka,False,2023-08-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Athens,Berlin,False,2023-07-01
Air Serbia,1.0,True,Others,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Berlin,Athens,False,2023-07-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Belgrade,Sofia,False,2023-07-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,Belgrade,London,False,2023-07-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,3.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Oslo,Tivat,False,2023-07-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,4.0,2.0,1.0,2.15,1.81,1.0,no,1 month,Belgrade,Budapest,True,2023-07-01
Air Serbia,3.0,True,Unknown,Couple Leisure,Economy Class,2.0,4.0,4.0,2.0,1.0,4.0,1.0,no,1 month,Athens,Tivat,False,2023-07-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Lyon,Tirana,False,2023-07-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Bucharest,Barcelona,True,2023-07-01
Air Serbia,1.0,True,Unknown,Business,Business Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,1 month,Bucharest,Oslo,False,2023-07-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,2.0,no,1 month,Split,Belgrade,False,2023-07-01
Air Serbia,1.0,False,Unknown,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Prague,Larnaca,True,2023-07-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,4.0,2.0,3.0,1.0,1.0,2.0,no,2-3 months,Belgrade,Larnaca,True,2023-06-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Sofia,Paris,True,2023-06-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,3.0,5.0,2.0,1.0,2.15,1.81,2.0,no,1 month,Split,Istanbul,True,2023-06-01
Air Serbia,2.0,True,Unknown,Family Leisure,Economy Class,3.0,4.0,2.56,3.0,1.0,1.0,1.0,no,1 month,Kraljevo,Thessaloniki,True,2023-06-01
Air Serbia,3.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,2.15,1.0,4.0,no,1 month,Belgrade,Rome,True,2023-06-01
Air Serbia,1.0,True,A320,Solo Leisure,Economy Class,2.0,1.0,4.0,2.0,2.15,1.81,2.0,no,1 month,Belgrade,Lisbon,False,2023-06-01
Air Serbia,1.0,True,A320-200,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Belgrade,Moscow,False,2023-06-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,1.81,1.0,no,1 month,Rome,New York,False,2023-06-01
Air Serbia,1.0,True,A320,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,Lisbon,Belgrade,False,2023-06-01
Air Serbia,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,Budapest,Belgrade,False,2023-05-01
Air Serbia,1.0,False,Others,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,New York,Belgrade,False,2023-04-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Milan,Belgrade,True,2023-04-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,Athens,Berlin,False,2023-04-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Stuttgart,Malta,False,2023-02-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.87,2.56,1.0,2.15,1.81,1.0,no,+3 months,Tirana,Stockholm,True,2023-02-01
Air Serbia,7.0,True,Unknown,Solo Leisure,Economy Class,5.0,4.0,2.56,3.0,2.15,1.81,4.0,yes,1 month,Belgrade,Berlin,True,2023-01-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,2.15,1.81,1.0,no,1 month,Belgrade,Skopje,False,2022-10-01
Air Serbia,1.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,2-3 months,Belgrade,New York,False,2022-10-01
Air Serbia,1.0,True,Unknown,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,+3 months,Belgrade,New York,True,2022-10-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.15,1.81,1.0,no,1 month,Vienna,Belgrade,True,2022-09-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Premium Economy,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Belgrade,Barcelona,False,2022-09-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Belgrade,New York,False,2022-08-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,Belgrade,Rome,True,2022-08-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Sochi,Bologna,True,2022-08-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,3.0,3.0,1.0,2.15,1.81,1.0,no,1 month,Zürich,Sarajevo,True,2022-08-01
Air Serbia,3.0,True,Unknown,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,2.0,no,1 month,Oslo,Belgrade,True,2022-08-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,1.0,3.0,2.15,1.81,1.0,no,1 month,Belgrade,Bucharest,False,2022-08-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,Bari,Belgrade,False,2022-07-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,1.0,1.0,1.0,no,1 month,Beograd,Istanbul,False,2022-07-01
Air Serbia,8.0,True,A319,Solo Leisure,Business Class,4.0,5.0,5.0,4.0,2.15,1.81,5.0,yes,1 month,Zürich,Belgrade,False,2022-07-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,Podgorica,Bucharest,False,2022-07-01
Air Serbia,4.0,True,Unknown,Solo Leisure,Economy Class,3.0,4.0,2.56,1.0,2.15,1.81,2.0,no,1 month,Tirana,Lyon,True,2022-06-01
Air Serbia,1.0,True,A319,Solo Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,+3 months,Belgrade,Zurich,False,2022-04-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,Moscow,Paris,True,2022-03-01
Air Serbia,2.0,True,Unknown,Solo Leisure,Economy Class,2.0,4.0,2.0,2.0,1.0,1.0,2.0,no,2-3 months,New York,Belgrade,False,2022-02-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Economy Class,4.0,3.0,2.0,1.0,1.0,1.0,3.0,no,1 month,Berlin,Belgrade,False,2022-01-01
Air Serbia,1.0,True,Unknown,Business,Business Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,Zurich,Sofia,False,2022-01-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,Paris,Thessaloniki,True,2022-01-01
Air Serbia,1.0,True,A330-200,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,New York,Belgrade,False,2022-01-01
Air Serbia,1.0,False,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,2.0,no,1 month,Barcelona,Belgrade,False,2021-09-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,4.0,2.0,1.0,1.0,1.0,no,2-3 months,Tirana,New York,False,2021-08-01
Air Serbia,8.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,4.0,yes,1 month,Belgrade,Moscow,False,2021-07-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,New York,Belgrade,False,2021-06-01
Air Serbia,4.0,True,A319,Solo Leisure,Business Class,3.0,5.0,4.0,2.0,2.0,1.81,2.0,no,1 month,Belgrade, Zurich,False,2021-01-01
Air Serbia,1.0,True,Unknown,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,Belgrade,İstanbul,False,2021-01-01
Air Serbia,1.0,True,Unknown,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Belgrade,Amsterdam,False,2020-12-01
Air Serbia,1.0,False,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,New York,Belgrade,False,2020-12-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.81,1.0,no,+3 months,Belgrade,Istanbul,False,2020-11-01
Air Serbia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Belgrade,Berlin,False,2020-10-01
Air Serbia,1.0,False,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,Belgrade,Dusseldorf ,False,2020-07-01
Air Serbia,3.0,False,Unknown,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,2.15,1.81,2.0,no,1 month,Stockholm,Belgrade,False,2020-05-01
Air Seychelles,2.0,True,Unknown,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,1.0,2.0,no,1 month,Johannesburg,Mahe,False,2024-01-01
Air Seychelles,5.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,1.0,5.0,2.15,1.81,3.0,yes,1 month,Johannesburg,Mahe,False,2023-09-01
Air Seychelles,1.0,True,Others,Couple Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,1.0,1.0,no,1 month,Seychelles,Mauritius,True,2023-04-01
Air Seychelles,9.0,False,Unknown,Family Leisure,Economy Class,3.0,5.0,3.0,5.0,3.0,1.81,3.0,yes,1 month,Male,Johannesburg,False,2023-01-01
Air Seychelles,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Mumbai,Johannesburg,False,2022-11-01
Air Seychelles,3.0,False,Others,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,2.0,no,1 month,Praslin,Mahe,False,2022-09-01
Air Seychelles,1.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,4.0,1.0,2.15,1.81,1.0,no,1 month,Praslin,Mauritius,False,2022-06-01
Air Seychelles,1.0,True,Unknown,Family Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,2-3 months,Johannesburg,Mahe,False,2022-03-01
Air Seychelles,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,+3 months,Praslin,Mahe,False,2021-09-01
Air Seychelles,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,1 month,Seychelles,Johannesburg,False,2020-03-01
Air Seychelles,7.0,False,Others,Couple Leisure,Economy Class,4.0,3.0,4.0,3.0,2.0,1.81,4.0,yes,1 month,Johannesburg,Seychelles,False,2020-01-01
Air Seychelles,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Johannesburg,Mumbai,False,2019-09-01
Air Seychelles,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,Antananarivo,Abu Dhabi,True,2019-08-01
Air Seychelles,1.0,False,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,1 month,Mauritius,Seychelles,True,2019-08-01
Air Seychelles,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,Mauritius,Mahe,False,2019-07-01
Air Seychelles,2.0,True,A320-200,Business,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,4.0,no,1 month,Johannesburg,Mumbai,False,2019-04-01
Air Seychelles,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,2.0,1.81,1.0,no,1 month,Abu Dhabi,Mahe,False,2019-04-01
Air Seychelles,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Johannesburg,Mahe,False,2018-12-01
Air Seychelles,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,1.0,2.0,1.0,2.0,1.0,1.0,no,1 month,Johannesburg,Mumbai,False,2018-11-01
Air Seychelles,2.0,True,A320,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,2.0,1.81,4.0,no,1 month,Johannesburg,Seychelles,False,2018-10-01
Air Seychelles,1.0,False,Unknown,Business,Economy Class,1.0,1.0,2.0,1.0,2.15,1.81,1.0,no,1 month,Johannesburg,Mumbai,True,2017-09-01
Air Seychelles,1.0,False,A320,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,+3 months,Mauritius,Mumbai,False,2017-07-01
Air Seychelles,3.0,False,A340,Family Leisure,Economy Class,2.0,3.0,2.0,2.0,2.0,2.0,2.0,no,1 month,Durban,Mumbai,True,2017-07-01
Air Seychelles,1.0,False,Unknown,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Seychelles,Mumbai,False,2017-06-01
Air Seychelles,2.0,False,A330,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,Antananarivo,Abu Dhabi,False,2017-06-01
Air Seychelles,1.0,False,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.0,1.0,3.0,1.0,1.0,no,2-3 months,Mauritius,Mumbai,False,2017-05-01
Air Seychelles,1.0,False,Unknown,Couple Leisure,Economy Class,2.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,TNR,KTM,False,2016-11-01
Air Seychelles,9.0,False,Unknown,Solo Leisure,Economy Class,4.0,4.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,JNB,SEZ,False,2016-11-01
Air Seychelles,1.0,False,Others,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,4.0,1.0,1.0,no,1 month,BOM,DAR,False,2016-08-01
Air Seychelles,6.0,False,A320,Family Leisure,Economy Class,3.0,4.0,3.0,4.0,3.0,1.81,3.0,yes,1 month,AUH,SEZ,False,2016-06-01
Air Seychelles,3.0,False,Unknown,Family Leisure,Economy Class,2.0,2.0,1.0,2.0,2.0,2.0,2.0,no,+3 months,AUH,MRU,False,2016-03-01
Air Seychelles,1.0,False,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.81,2.0,no,1 month,JNB,BOM,False,2016-02-01
Air Seychelles,6.0,False,A330,Business,Economy Class,4.0,3.0,3.0,2.0,3.0,3.0,3.0,yes,1 month,DUR,SEZ,False,2016-02-01
Air Seychelles,8.0,False,Others,Family Leisure,Economy Class,2.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,+3 months,SEZ,PRI,False,2016-02-01
